filepath,label,split
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\013_particle0022.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0025.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0011.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0011.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\014_particle0011.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0009.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0037.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0006.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0026.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\004_particle0009.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0040.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0002.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\016_particle0040.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\005_particle0015.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\005_particle0019.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\003_particle0001.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\016_particle0003.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\012_particle0026.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0011.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\020_particle0030.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0007.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0040.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\016_particle0008.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\001_particle0037.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0000.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\012_particle0033.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0029.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\006_particle0002.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\014_particle0033.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\020_particle0035.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\018_particle0026.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\012_particle0012.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\021_particle0028.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\013_particle0007.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\001_particle0026.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\007_particle0003.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\006_particle0015.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\003_particle0017.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\014_particle0021.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\006_particle0000.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\017_particle0027.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\019_particle0025.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\020_particle0007.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\002_particle0025.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0016.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0030.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\002_particle0017.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0028.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\022_particle0011.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\011_particle0020.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\016_particle0038.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\009_particle0002.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0027.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\007_particle0028.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\013_particle0022.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0021.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0013.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\021_particle0037.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\006_particle0003.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\013_particle0017.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\017_particle0000.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\006_particle0015.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\012_particle0024.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\019_particle0020.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\022_particle0021.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\020_particle0015.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\012_particle0000.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\001_particle0045.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0048.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\016_particle0018.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0006.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\005_particle0012.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0010.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\004_particle0007.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\004_particle0021.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0000.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\024_particle0011.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0021.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\016_particle0018.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\021_particle0023.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\019_particle0023.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\001_particle0036.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\007_particle0012.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\024_particle0000.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\002_particle0011.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\005_particle0035.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\005_particle0029.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\002_particle0028.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0025.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\016_particle0021.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0029.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\019_particle0007.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\009_particle0013.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\007_particle0004.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0030.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\005_particle0041.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\013_particle0007.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\008_particle0014.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\003_particle0011.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\003_particle0004.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\004_particle0029.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\016_particle0012.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\016_particle0021.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0037.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\007_particle0031.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\013_particle0030.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\018_particle0032.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\002_particle0011.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\019_particle0032.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\009_particle0013.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\012_particle0016.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\001_particle0009.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\002_particle0044.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0008.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0029.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\001_particle0005.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\019_particle0002.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\014_particle0016.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0029.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0017.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\005_particle0044.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\006_particle0002.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\013_particle0021.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\007_particle0005.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\002_particle0014.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\019_particle0019.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\007_particle0029.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\018_particle0028.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0028.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0031.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\018_particle0029.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\004_particle0008.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0005.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0004.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0010.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\024_particle0007.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\002_particle0009.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0014.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\007_particle0006.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0000.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\017_particle0015.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\001_particle0006.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\004_particle0028.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\002_particle0003.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\006_particle0018.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\020_particle0042.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\010_particle0007.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\004_particle0034.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\022_particle0027.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\021_particle0035.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\015_particle0009.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\002_particle0037.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\004_particle0030.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\007_particle0026.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\005_particle0036.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\005_particle0029.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0013.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\002_particle0010.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0018.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\009_particle0015.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\022_particle0001.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\007_particle0027.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\005_particle0010.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\014_particle0039.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\002_particle0001.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\014_particle0017.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\019_particle0013.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\007_particle0012.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\009_particle0020.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\004_particle0001.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0036.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\002_particle0018.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\020_particle0005.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0001.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\024_particle0041.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0045.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\004_particle0014.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\020_particle0011.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\007_particle0008.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\020_particle0010.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\019_particle0011.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\001_particle0015.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\002_particle0023.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\009_particle0007.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\006_particle0013.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0014.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\006_particle0007.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\005_particle0024.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\015_particle0025.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\010_particle0015.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\022_particle0014.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\014_particle0004.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\004_particle0024.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0026.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\005_particle0016.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\019_particle0026.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\017_particle0041.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\014_particle0030.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\020_particle0032.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\020_particle0024.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\011_particle0000.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\013_particle0004.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\006_particle0008.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0021.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\004_particle0001.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\007_particle0026.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\009_particle0003.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0015.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\004_particle0031.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\003_particle0028.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0035.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0044.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0041.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\020_particle0014.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\001_particle0005.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\002_particle0004.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\002_particle0023.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\004_particle0014.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\018_particle0040.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\004_particle0007.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\015_particle0018.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\015_particle0021.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\013_particle0001.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\005_particle0002.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\013_particle0014.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\018_particle0006.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\024_particle0020.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\011_particle0025.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\003_particle0020.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\019_particle0016.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0019.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\003_particle0019.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\019_particle0001.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\007_particle0006.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\002_particle0012.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0002.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0046.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\004_particle0002.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\018_particle0015.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0008.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0047.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\002_particle0020.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0036.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\007_particle0011.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\001_particle0042.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\019_particle0013.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\013_particle0028.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\024_particle0002.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\008_particle0011.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\024_particle0003.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\001_particle0022.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\022_particle0005.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\007_particle0005.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\020_particle0019.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\003_particle0008.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\021_particle0004.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\003_particle0013.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\018_particle0022.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\023_particle0005.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\004_particle0018.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\op\001_particle0000.png,op,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\bop1\003_particle0003.png,bop1,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\006_particle0016.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\016_particle0037.png,opa,train
C:\Users\omlln\Desktop\Research\color-histogram-analysis\dataset/segmented\opa\013_particle0024.png,opa,train
